Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,2,Healthcare Representative,3,Married,No,18,1,0,0
37,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,3,2,Manufacturing Director,2,Married,No,8,6,4,3
49,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,2,5,Research Director,3,Divorced,Yes,31,31,0,9
24,No,Travel_Rarely,Research & Development,3,Medical,2,Male,4,1,Research Scientist,4,Married,Yes,6,6,1,4
26,No,Travel_Rarely,Sales,2,Marketing,1,Male,3,2,Sales Executive,2,Married,No,6,5,1,4
24,No,Travel_Rarely,Research & Development,2,Other,4,Male,2,1,Laboratory Technician,2,Married,No,1,1,0,0
50,No,Travel_Frequently,Human Resources,3,Medical,1,Male,3,5,Manager,2,Married,No,32,32,10,7
25,No,Travel_Rarely,Sales,1,Medical,2,Male,3,1,Sales Representative,3,Married,No,7,7,0,6
24,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Female,3,1,Laboratory Technician,3,Married,Yes,6,6,1,2
30,Yes,Travel_Frequently,Sales,4,Life Sciences,2,Male,2,1,Sales Representative,1,Married,No,1,1,0,0
34,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,2,1,Research Scientist,4,Married,Yes,6,6,1,3
31,Yes,Travel_Rarely,Sales,4,Medical,2,Male,3,2,Sales Executive,1,Divorced,No,9,3,1,2
35,No,Travel_Rarely,Research & Development,2,Other,1,Male,2,2,Laboratory Technician,4,Single,No,9,3,0,2
31,No,Travel_Rarely,Sales,4,Medical,1,Male,4,2,Sales Executive,4,Divorced,No,13,7,5,7
27,No,Travel_Rarely,Research & Development,4,Medical,1,Female,2,1,Research Scientist,3,Divorced,No,6,5,0,3
37,No,Travel_Rarely,Sales,3,Marketing,4,Male,3,2,Sales Executive,3,Married,Yes,17,3,1,0
20,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,1,Research Scientist,2,Single,No,1,1,0,0
42,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,2,Healthcare Representative,4,Married,No,10,10,2,2
43,No,Travel_Rarely,Research & Development,4,Other,2,Male,2,4,Research Director,4,Divorced,Yes,21,1,0,0
38,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,1,Research Scientist,1,Single,No,8,0,0,0
43,No,Travel_Frequently,Research & Development,5,Medical,4,Male,3,2,Laboratory Technician,3,Divorced,Yes,10,8,4,7
48,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,2,4,Manager,1,Married,No,21,3,0,2
44,No,Travel_Rarely,Human Resources,4,Life Sciences,1,Female,2,2,Human Resources,3,Single,No,10,2,0,2
34,No,Travel_Rarely,Sales,3,Technical Degree,3,Female,3,1,Sales Representative,3,Divorced,Yes,8,8,0,6
27,Yes,Travel_Rarely,Sales,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,No,5,4,0,2
21,No,Travel_Rarely,Sales,1,Technical Degree,3,Male,3,1,Sales Representative,3,Single,No,3,3,1,2
44,No,Travel_Rarely,Research & Development,4,Other,4,Male,3,5,Manager,4,Married,Yes,26,2,0,1
22,No,Travel_Rarely,Research & Development,1,Medical,1,Male,3,1,Research Scientist,3,Married,No,3,2,2,2
33,No,Travel_Rarely,Sales,4,Marketing,3,Male,3,2,Sales Executive,3,Divorced,No,6,5,1,2
32,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Female,3,2,Research Scientist,4,Married,Yes,6,6,0,5
30,No,Travel_Frequently,Research & Development,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,No,1,1,0,0
53,No,Travel_Rarely,Sales,1,Medical,4,Female,3,2,Sales Executive,1,Single,No,18,14,8,10
34,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Male,3,1,Research Scientist,4,Married,No,10,10,8,8
45,Yes,Travel_Frequently,Sales,4,Life Sciences,1,Female,3,2,Sales Executive,1,Married,No,5,1,0,0
26,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,Yes,3,3,0,2
37,No,Travel_Rarely,Research & Development,3,Other,3,Male,3,3,Manufacturing Director,3,Married,No,10,10,7,8
29,No,Travel_Rarely,Sales,2,Medical,2,Female,3,2,Sales Executive,3,Married,No,6,6,1,2
35,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,1,2,Research Scientist,4,Single,No,17,17,11,8
33,No,Travel_Frequently,Research & Development,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,No,15,13,4,7
54,No,Travel_Rarely,Human Resources,4,Medical,3,Male,3,3,Human Resources,2,Married,No,16,9,7,1
36,No,Travel_Rarely,Research & Development,2,Medical,2,Male,2,2,Manufacturing Director,2,Divorced,Yes,13,3,0,2
27,No,Travel_Rarely,Research & Development,4,Medical,1,Male,2,1,Research Scientist,4,Single,No,5,4,1,1
20,Yes,Travel_Rarely,Research & Development,1,Medical,4,Male,3,1,Research Scientist,3,Single,Yes,1,1,1,1
33,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,1,Single,Yes,10,10,9,7
35,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Married,No,1,1,0,0
23,No,Travel_Rarely,Research & Development,3,Medical,1,Male,4,1,Research Scientist,1,Married,No,5,3,0,2
25,No,Travel_Rarely,Sales,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,No,4,3,1,2
38,No,Travel_Rarely,Sales,4,Marketing,4,Female,2,2,Sales Executive,4,Single,No,8,7,0,5
29,No,Travel_Frequently,Research & Development,4,Life Sciences,2,Male,1,1,Research Scientist,4,Divorced,No,10,10,2,8
48,No,Travel_Rarely,Sales,1,Marketing,2,Male,4,2,Sales Executive,2,Married,No,12,2,2,2
27,No,Travel_Frequently,Sales,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,Yes,6,6,0,4
37,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,4,1,Research Scientist,4,Single,No,4,1,0,0
50,No,Travel_Rarely,Research & Development,1,Medical,4,Male,4,1,Laboratory Technician,3,Married,Yes,20,20,3,8
34,No,Travel_Rarely,Research & Development,3,Medical,4,Female,2,3,Healthcare Representative,2,Single,No,9,8,7,7
24,Yes,Travel_Rarely,Sales,2,Life Sciences,1,Female,3,2,Sales Executive,3,Single,No,4,2,2,0
39,No,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,2,2,Healthcare Representative,3,Single,No,20,20,11,10
32,No,Travel_Rarely,Sales,3,Marketing,4,Male,3,2,Sales Executive,4,Single,No,10,10,0,8
50,Yes,Travel_Frequently,Sales,2,Technical Degree,2,Male,3,2,Sales Executive,3,Married,Yes,18,4,1,3
38,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,4,2,Healthcare Representative,4,Single,No,10,9,1,8
27,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,No,9,9,0,7
32,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,3,3,Research Director,4,Single,No,10,7,7,7
47,No,Travel_Rarely,Sales,4,Marketing,4,Male,3,2,Sales Executive,1,Single,No,20,7,1,7
40,No,Travel_Frequently,Sales,4,Life Sciences,4,Male,2,3,Sales Executive,1,Married,Yes,20,18,1,12
53,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,4,4,Research Director,3,Married,No,32,5,1,3
41,No,Travel_Rarely,Human Resources,4,Human Resources,2,Male,2,5,Manager,4,Divorced,No,23,21,12,6
60,No,Travel_Rarely,Sales,4,Marketing,1,Male,3,2,Sales Executive,1,Single,No,10,2,2,2
27,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,3,Manufacturing Director,1,Divorced,No,9,9,1,7
41,No,Travel_Rarely,Human Resources,3,Human Resources,4,Male,2,5,Manager,3,Married,No,22,22,2,10
50,No,Travel_Rarely,Sales,4,Marketing,4,Male,3,1,Sales Representative,2,Married,No,4,2,2,2
28,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,1,1,Research Scientist,2,Single,Yes,10,7,3,7
36,No,Non-Travel,Research & Development,3,Life Sciences,1,Female,4,3,Research Director,1,Married,No,10,8,0,5
38,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,Yes,10,1,0,0
44,No,Non-Travel,Research & Development,3,Medical,1,Male,1,1,Laboratory Technician,3,Single,No,9,5,1,4
47,No,Travel_Frequently,Sales,3,Medical,4,Female,3,4,Sales Executive,3,Divorced,Yes,28,22,11,13
30,No,Travel_Rarely,Sales,5,Marketing,3,Male,3,2,Sales Executive,4,Divorced,No,10,8,7,7
29,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,1,Sales Representative,3,Single,No,1,1,0,0
42,Yes,Travel_Frequently,Research & Development,3,Medical,3,Male,4,1,Research Scientist,3,Divorced,Yes,7,2,2,2
43,No,Travel_Frequently,Sales,3,Life Sciences,4,Male,2,2,Sales Executive,4,Married,No,7,2,2,2
34,No,Travel_Rarely,Research & Development,2,Medical,2,Female,3,2,Healthcare Representative,3,Single,No,10,5,4,3
23,No,Travel_Rarely,Research & Development,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,No,5,4,0,2
39,No,Travel_Rarely,Human Resources,3,Human Resources,3,Female,4,2,Human Resources,2,Married,No,12,8,3,6
56,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,4,Healthcare Representative,4,Married,No,30,10,1,1
40,No,Travel_Rarely,Research & Development,1,Medical,4,Female,2,1,Research Scientist,4,Single,Yes,5,4,2,3
27,No,Travel_Rarely,Research & Development,3,Medical,4,Female,2,2,Healthcare Representative,1,Single,No,9,7,0,7
29,No,Travel_Rarely,Sales,3,Marketing,4,Male,3,1,Sales Representative,2,Divorced,No,2,2,2,2
53,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Single,No,19,2,2,2
35,No,Non-Travel,Research & Development,4,Life Sciences,4,Female,3,2,Healthcare Representative,1,Divorced,No,16,1,0,0
32,No,Travel_Frequently,Research & Development,4,Life Sciences,1,Male,3,2,Laboratory Technician,4,Married,No,10,10,4,7
38,No,Travel_Rarely,Research & Development,5,Medical,4,Male,3,1,Research Scientist,3,Married,Yes,6,1,0,1
34,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Female,3,2,Manufacturing Director,1,Divorced,No,7,0,0,0
52,No,Travel_Rarely,Sales,4,Marketing,3,Male,2,4,Manager,1,Married,No,34,34,1,16
33,Yes,Travel_Rarely,Research & Development,4,Other,4,Male,3,1,Research Scientist,4,Single,Yes,10,10,7,8
25,No,Travel_Rarely,Sales,1,Medical,3,Female,3,2,Sales Executive,4,Single,No,6,6,1,4
45,No,Travel_Rarely,Sales,2,Technical Degree,2,Male,1,2,Sales Representative,3,Single,No,9,8,3,1
23,No,Travel_Rarely,Research & Development,1,Medical,1,Male,4,1,Research Scientist,3,Single,No,2,2,0,2
47,Yes,Travel_Frequently,Sales,2,Life Sciences,2,Female,4,2,Sales Executive,3,Single,Yes,8,5,1,3
34,No,Travel_Rarely,Sales,3,Other,4,Male,3,2,Sales Executive,4,Single,No,6,6,1,4
55,Yes,Travel_Rarely,Research & Development,3,Medical,4,Male,3,5,Manager,1,Married,Yes,24,5,1,4
36,No,Non-Travel,Sales,4,Life Sciences,1,Male,2,3,Sales Executive,1,Single,No,10,10,0,9
52,No,Non-Travel,Research & Development,4,Medical,4,Male,3,1,Research Scientist,4,Married,No,5,4,1,2
26,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,Divorced,No,5,2,2,0
29,No,Travel_Rarely,Research & Development,3,Medical,2,Female,3,2,Healthcare Representative,3,Married,No,11,8,1,1
26,Yes,Travel_Rarely,Sales,3,Technical Degree,4,Male,2,2,Sales Executive,1,Single,No,6,4,1,2
34,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,4,1,Research Scientist,4,Single,No,10,4,1,3
54,No,Travel_Rarely,Research & Development,4,Medical,4,Female,3,2,Manufacturing Director,1,Divorced,Yes,9,5,1,4
27,No,Travel_Frequently,Sales,1,Marketing,3,Male,3,2,Sales Executive,4,Married,No,5,4,1,1
37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,3,1,Research Scientist,1,Divorced,Yes,6,5,4,3
38,No,Travel_Frequently,Research & Development,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,Single,Yes,17,15,4,12
34,No,Travel_Rarely,Research & Development,4,Medical,3,Female,2,1,Research Scientist,1,Single,No,6,6,1,3
35,No,Travel_Rarely,Sales,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,No,3,3,0,2
30,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Married,No,7,2,0,2
40,No,Travel_Frequently,Research & Development,2,Medical,3,Female,4,2,Healthcare Representative,2,Married,No,8,8,3,7
34,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,2,Sales Executive,1,Married,No,6,3,1,2
42,No,Travel_Frequently,Research & Development,3,Life Sciences,2,Male,3,5,Manager,4,Divorced,No,24,24,14,9
23,Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,4,1,Laboratory Technician,1,Married,Yes,1,0,0,0
24,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,Divorced,No,1,1,0,0
52,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,3,2,Laboratory Technician,3,Married,No,9,5,1,4
50,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,4,Research Director,3,Married,No,30,4,0,3
29,Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,2,1,Laboratory Technician,1,Married,Yes,1,1,0,0
33,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,3,Research Director,3,Married,No,14,13,3,7
33,Yes,Travel_Rarely,Sales,3,Marketing,1,Female,3,2,Sales Executive,1,Single,No,6,3,0,2
47,No,Travel_Rarely,Research & Development,2,Other,3,Female,3,4,Manager,4,Married,Yes,26,26,3,0
36,No,Travel_Rarely,Research & Development,3,Other,3,Female,3,2,Manufacturing Director,2,Married,No,10,9,0,5
29,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,4,1,Research Scientist,3,Married,No,10,10,0,7
58,Yes,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,5,Research Director,2,Single,Yes,40,31,13,8
35,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,4,1,Research Scientist,3,Single,No,7,2,2,2
42,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,Yes,8,4,0,2
28,Yes,Travel_Rarely,Research & Development,4,Medical,3,Male,3,1,Research Scientist,3,Single,No,5,2,2,1
36,No,Travel_Rarely,Human Resources,3,Human Resources,3,Male,3,1,Human Resources,2,Married,No,8,5,0,4
32,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,No,14,14,6,8
40,No,Travel_Frequently,Research & Development,4,Medical,1,Male,2,2,Laboratory Technician,3,Single,No,10,1,0,0
30,No,Travel_Rarely,Research & Development,3,Medical,3,Female,2,2,Manufacturing Director,4,Single,Yes,12,0,0,0
45,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,2,1,Research Scientist,3,Single,No,1,1,0,0
42,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,3,2,Manufacturing Director,2,Married,No,10,9,7,8
38,No,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,Divorced,No,13,4,1,2
34,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Female,2,1,Research Scientist,4,Single,No,6,5,1,3
49,Yes,Travel_Rarely,Sales,3,Marketing,3,Female,3,3,Sales Executive,4,Married,No,9,9,7,7
55,Yes,Travel_Rarely,Sales,1,Medical,3,Male,3,2,Sales Executive,4,Single,No,12,9,7,3
43,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,3,4,Research Director,1,Married,No,22,4,1,0
27,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Male,2,3,Research Director,4,Divorced,Yes,9,9,0,8
35,No,Travel_Rarely,Research & Development,3,Other,3,Male,3,3,Manufacturing Director,3,Single,No,17,8,1,6
28,No,Travel_Rarely,Sales,4,Marketing,2,Female,3,2,Sales Executive,2,Married,Yes,8,8,7,5
34,No,Travel_Rarely,Human Resources,2,Human Resources,3,Male,3,1,Human Resources,4,Married,No,4,3,0,2
26,Yes,Travel_Frequently,Research & Development,2,Medical,3,Female,2,1,Research Scientist,3,Married,Yes,8,8,1,7
27,No,Non-Travel,Research & Development,3,Medical,4,Male,3,1,Research Scientist,4,Married,No,0,0,0,0
51,No,Travel_Rarely,Sales,4,Marketing,1,Female,3,4,Manager,3,Married,No,29,20,4,17
44,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,2,Healthcare Representative,2,Single,No,10,5,2,3
25,No,Travel_Rarely,Research & Development,1,Medical,1,Male,4,1,Research Scientist,1,Single,No,6,4,0,1
33,No,Travel_Rarely,Sales,3,Medical,1,Male,4,2,Sales Executive,1,Divorced,No,9,9,0,8
35,No,Travel_Rarely,Research & Development,1,Medical,3,Female,2,1,Research Scientist,1,Single,No,6,6,1,1
36,No,Travel_Rarely,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,4,Married,Yes,18,18,4,11
32,No,Travel_Rarely,Sales,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,No,8,5,0,3
30,No,Travel_Frequently,Research & Development,4,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,No,10,5,0,3
53,No,Travel_Rarely,Sales,2,Marketing,1,Female,2,3,Sales Executive,4,Married,Yes,35,5,0,4
45,No,Travel_Rarely,Sales,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,Yes,18,5,0,2
32,No,Travel_Rarely,Research & Development,2,Medical,3,Female,4,2,Research Scientist,3,Married,No,9,5,1,3
52,No,Travel_Frequently,Research & Development,4,Medical,3,Female,2,4,Manufacturing Director,4,Married,No,31,9,0,0
37,No,Travel_Rarely,Sales,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,No,9,1,0,0
28,No,Travel_Rarely,Human Resources,2,Medical,2,Male,2,1,Human Resources,4,Divorced,No,6,5,0,4
22,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,No,4,2,2,2
44,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,4,1,Laboratory Technician,4,Married,Yes,10,3,0,2
42,No,Travel_Frequently,Research & Development,1,Medical,2,Male,3,1,Research Scientist,4,Single,Yes,8,2,2,2
36,No,Travel_Rarely,Human Resources,3,Life Sciences,1,Male,2,1,Human Resources,1,Married,No,6,5,0,3
25,No,Travel_Rarely,Sales,1,Other,3,Male,3,2,Sales Executive,1,Married,Yes,5,5,0,3
35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,3,Manufacturing Director,3,Married,Yes,17,17,5,15
35,Yes,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,Yes,10,10,7,8
32,No,Non-Travel,Research & Development,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Divorced,No,4,3,0,2
25,No,Travel_Rarely,Sales,1,Marketing,3,Male,2,2,Sales Executive,1,Married,No,5,5,0,3
49,No,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,3,1,Research Scientist,1,Married,No,7,4,0,2
24,No,Non-Travel,Research & Development,1,Life Sciences,1,Male,2,1,Laboratory Technician,4,Married,No,6,5,3,4
32,No,Travel_Frequently,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,2,Married,No,10,10,5,3
38,No,Travel_Rarely,Sales,3,Marketing,2,Male,2,1,Sales Representative,2,Married,No,3,2,1,2
42,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,4,2,Laboratory Technician,4,Married,Yes,17,5,1,3
31,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,1,Research Scientist,4,Married,Yes,8,6,0,2
29,Yes,Travel_Rarely,Sales,3,Medical,2,Female,2,1,Sales Representative,3,Divorced,Yes,5,3,0,2
53,No,Travel_Rarely,Sales,3,Marketing,1,Male,3,4,Sales Executive,4,Married,No,28,2,2,2
35,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,2,3,Manufacturing Director,2,Married,No,16,13,4,8
37,No,Travel_Frequently,Sales,2,Medical,3,Female,3,1,Sales Representative,4,Married,No,10,5,0,0
53,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,3,4,Research Director,4,Single,No,33,12,3,8
43,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,No,12,5,2,2
47,No,Travel_Rarely,Sales,2,Marketing,3,Female,3,2,Sales Executive,4,Married,Yes,8,7,7,7
37,No,Non-Travel,Sales,2,Medical,1,Male,3,3,Sales Executive,2,Single,Yes,10,10,0,9
50,No,Non-Travel,Research & Development,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,No,31,31,14,7
39,No,Travel_Rarely,Human Resources,3,Life Sciences,4,Female,2,2,Human Resources,4,Married,No,13,5,0,4
33,No,Travel_Rarely,Human Resources,2,Human Resources,4,Male,3,1,Human Resources,2,Divorced,Yes,7,4,0,3
32,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,Yes,1,1,0,1
29,No,Travel_Rarely,Research & Development,1,Medical,1,Female,2,1,Laboratory Technician,4,Divorced,No,8,4,0,3
44,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,3,1,Research Scientist,1,Married,Yes,8,8,7,1
28,No,Travel_Rarely,Sales,4,Medical,1,Male,3,2,Sales Executive,4,Single,No,4,4,0,2
58,Yes,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,2,1,Laboratory Technician,4,Divorced,Yes,3,1,0,0
43,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,2,Manufacturing Director,2,Divorced,No,4,1,0,0
20,Yes,Travel_Rarely,Sales,3,Medical,3,Female,2,1,Sales Representative,3,Single,No,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,1,Other,4,Female,3,1,Research Scientist,4,Single,No,1,1,0,0
36,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,2,Healthcare Representative,4,Married,Yes,17,16,4,11
47,No,Travel_Rarely,Sales,4,Life Sciences,4,Female,2,1,Sales Representative,4,Single,Yes,3,3,1,2
22,Yes,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,3,2,Manufacturing Director,3,Married,Yes,4,3,0,2
41,Yes,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,1,1,Laboratory Technician,4,Divorced,Yes,10,7,1,0
28,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,No,6,2,2,2
39,Yes,Travel_Rarely,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,1,Married,Yes,8,2,2,2
27,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,1,Research Scientist,3,Single,No,1,1,0,0
34,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,3,1,Laboratory Technician,2,Divorced,No,1,1,1,0
42,No,Travel_Rarely,Sales,2,Medical,3,Female,2,2,Sales Executive,3,Single,No,10,5,0,3
33,No,Travel_Rarely,Research & Development,4,Other,3,Male,2,1,Research Scientist,1,Single,Yes,6,3,0,2
58,No,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,2,3,Healthcare Representative,2,Divorced,Yes,24,6,0,4
31,No,Travel_Rarely,Sales,4,Life Sciences,2,Male,2,1,Sales Representative,3,Married,No,13,7,5,2
35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,Yes,10,10,0,7
49,No,Travel_Rarely,Research & Development,2,Other,1,Female,3,3,Laboratory Technician,2,Married,No,29,26,1,7
48,No,Travel_Rarely,Research & Development,4,Medical,4,Male,3,1,Research Scientist,3,Married,No,13,0,0,0
31,No,Non-Travel,Sales,2,Marketing,4,Female,3,2,Sales Executive,3,Married,No,9,9,0,0
36,No,Travel_Rarely,Research & Development,4,Other,2,Male,3,1,Research Scientist,4,Single,No,8,6,0,1
38,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,3,3,Research Director,1,Married,No,15,15,5,11
32,No,Non-Travel,Research & Development,3,Life Sciences,3,Female,2,1,Laboratory Technician,2,Married,No,5,3,0,2
25,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,2,1,Sales Representative,2,Married,Yes,1,1,0,0
40,No,Travel_Rarely,Sales,4,Marketing,1,Male,2,3,Sales Executive,2,Divorced,No,11,1,0,0
26,No,Travel_Frequently,Sales,3,Medical,3,Male,2,2,Sales Executive,1,Single,No,7,7,0,7
41,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,1,Single,Yes,20,18,2,17
36,No,Travel_Rarely,Research & Development,4,Medical,3,Male,3,1,Laboratory Technician,3,Single,No,16,11,3,9
19,Yes,Travel_Rarely,Sales,3,Other,4,Male,2,1,Sales Representative,2,Single,Yes,1,1,0,0
20,Yes,Travel_Rarely,Research & Development,3,Technical Degree,1,Male,3,1,Laboratory Technician,1,Single,No,1,1,0,0
31,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,2,Healthcare Representative,4,Married,Yes,10,9,8,5
40,No,Travel_Frequently,Research & Development,4,Medical,4,Male,3,1,Research Scientist,2,Divorced,Yes,3,1,0,0
32,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,2,Manufacturing Director,1,Married,No,8,8,6,3
36,Yes,Travel_Rarely,Sales,1,Life Sciences,3,Male,2,3,Sales Executive,4,Married,Yes,16,16,3,7
33,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,2,2,Healthcare Representative,4,Single,No,6,5,1,4
37,Yes,Travel_Rarely,Sales,4,Life Sciences,1,Male,2,3,Sales Executive,3,Married,No,17,14,11,7
45,No,Non-Travel,Research & Development,2,Life Sciences,3,Male,3,2,Laboratory Technician,2,Married,No,9,9,0,8
29,No,Travel_Frequently,Sales,3,Technical Degree,3,Female,3,1,Sales Representative,4,Married,No,3,3,0,2
35,No,Travel_Rarely,Sales,3,Medical,3,Female,3,2,Sales Executive,3,Married,No,5,5,1,0
52,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,4,Manager,4,Married,No,26,9,7,8
58,Yes,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,1,Research Scientist,3,Single,No,7,1,0,0
53,No,Travel_Rarely,Sales,2,Medical,3,Male,3,4,Manager,3,Divorced,No,22,17,15,2
30,No,Travel_Rarely,Sales,2,Other,3,Male,3,3,Sales Executive,3,Divorced,No,10,8,7,7
38,No,Non-Travel,Sales,3,Technical Degree,3,Female,3,2,Sales Executive,4,Single,Yes,6,5,1,3
35,No,Travel_Rarely,Sales,4,Life Sciences,4,Male,3,3,Sales Executive,4,Divorced,No,12,10,0,8
39,No,Travel_Rarely,Sales,5,Life Sciences,1,Male,4,3,Sales Executive,3,Single,No,9,8,0,7
40,Yes,Non-Travel,Sales,3,Life Sciences,2,Female,4,4,Sales Executive,2,Single,Yes,22,1,0,0
47,No,Travel_Frequently,Research & Development,4,Medical,3,Male,4,2,Manufacturing Director,3,Divorced,Yes,20,19,2,7
